task_id,test_idx,n_views,n_unique_grids,view_level_accuracy,top1_share,top2_share,top1_top2_gap,vote_entropy,top1_correct
66e6c45b,0,510,1,1.0,1.0,0.0,1.0,0.0,True
66f2d22f,0,510,29,0.8431372549019608,0.8431372549019608,0.03137254901960784,0.8117647058823529,0.8832833936660154,True
67636eac,0,510,307,0.0,0.01568627450980392,0.01568627450980392,0.0,5.528613146457838,False
67b4a34d,0,510,189,0.4411764705882353,0.4411764705882353,0.03137254901960784,0.40980392156862744,3.4605272970270655,True
67c52801,0,510,56,0.4568627450980392,0.4568627450980392,0.2411764705882353,0.21568627450980393,2.069746351404967,True
68b67ca3,0,510,1,1.0,1.0,0.0,1.0,0.0,True
692cd3b6,0,510,215,0.10784313725490197,0.12156862745098039,0.10784313725490197,0.013725490196078431,4.455924067800506,False
695367ec,0,510,466,0.0,0.00980392156862745,0.00784313725490196,0.00196078431372549,6.102054845155783,False
696d4842,0,510,225,0.0,0.06666666666666667,0.049019607843137254,0.01764705882352941,4.938780971913237,False
69889d6e,0,510,91,0.22549019607843138,0.22549019607843138,0.1588235294117647,0.06666666666666667,3.3355300227856763,True
6a11f6da,0,510,26,0.7431372549019608,0.7431372549019608,0.060784313725490195,0.6823529411764706,1.2180255145563226,True
6ad5bdfd,0,510,330,0.0,0.03333333333333333,0.01568627450980392,0.01764705882352941,5.562904009125505,False
6df30ad6,0,510,48,0.6196078431372549,0.6196078431372549,0.22745098039215686,0.39215686274509803,1.433905847107349,True
6ea4a07e,0,510,20,0.8254901960784313,0.8254901960784313,0.08627450980392157,0.7392156862745098,0.8029840310709699,True
6ea4a07e,1,510,23,0.6568627450980392,0.6568627450980392,0.20392156862745098,0.45294117647058824,1.1616512306700164,True
6f473927,0,510,111,0.403921568627451,0.403921568627451,0.056862745098039215,0.34705882352941175,3.17115216642881,True
7039b2d7,0,510,25,0.0,0.40588235294117647,0.23137254901960785,0.17450980392156862,1.8317589084000059,False
705a3229,0,510,2,0.9980392156862745,0.9980392156862745,0.00196078431372549,0.996078431372549,0.014183195474810515,True
712bf12e,0,510,374,0.0,0.021568627450980392,0.0196078431372549,0.00196078431372549,5.761361971048044,False
72207abc,0,510,52,0.17254901960784313,0.37450980392156863,0.17254901960784313,0.2019607843137255,2.4506782475825504,False
72a961c9,0,510,18,0.6019607843137255,0.6019607843137255,0.08823529411764706,0.5137254901960784,1.563313179230014,True
73182012,0,510,116,0.44509803921568625,0.44509803921568625,0.12941176470588237,0.3156862745098039,2.8677954435990216,True
73c3b0d8,0,510,55,0.0,0.3254901960784314,0.21372549019607842,0.11176470588235295,2.35589493971717,False
73ccf9c2,0,510,206,0.0,0.045098039215686274,0.03333333333333333,0.011764705882352941,4.880232673318683,False
759f3fd3,0,510,37,0.8294117647058824,0.8294117647058824,0.047058823529411764,0.7823529411764706,0.9470800945185602,True
762cd429,0,510,30,0.907843137254902,0.907843137254902,0.013725490196078431,0.8941176470588236,0.5927834535818205,True
770cc55f,0,510,13,0.9235294117647059,0.9235294117647059,0.047058823529411764,0.8764705882352941,0.3870716550993852,True
782b5218,0,510,298,0.1803921568627451,0.1803921568627451,0.10980392156862745,0.07058823529411765,4.684580115606098,True
79369cc6,0,510,319,0.0,0.0196078431372549,0.01764705882352941,0.00196078431372549,5.561986357318856,False
7953d61e,0,510,92,0.7843137254901961,0.7843137254901961,0.00980392156862745,0.7745098039215687,1.471848547760841,True
79fb03f4,0,510,121,0.0,0.36666666666666664,0.0803921568627451,0.28627450980392155,3.2721615284621075,False
7bb29440,0,510,155,0.15294117647058825,0.15294117647058825,0.06862745098039216,0.08431372549019608,4.277595739203388,True
7c8af763,0,510,212,0.041176470588235294,0.2549019607843137,0.06666666666666667,0.18823529411764706,4.141897996761291,False
7c9b52a0,0,510,103,0.16862745098039217,0.16862745098039217,0.1607843137254902,0.00784313725490196,3.382856263833699,True
7d18a6fb,0,510,226,0.0,0.03529411764705882,0.03137254901960784,0.00392156862745098,5.022042588158315,False
7d1f7ee8,0,510,7,0.9274509803921569,0.9274509803921569,0.03137254901960784,0.8960784313725491,0.357401075569548,True
7d419a02,0,510,74,0.11568627450980393,0.33725490196078434,0.11568627450980393,0.22156862745098038,2.8121427342819785,False
7e02026e,0,510,67,0.7784313725490196,0.7784313725490196,0.01764705882352941,0.7607843137254902,1.407498209127115,True
7ee1c6ea,0,510,5,0.9901960784313726,0.9901960784313726,0.00392156862745098,0.9862745098039216,0.06815915484547612,True
817e6c09,0,510,11,0.9666666666666667,0.9666666666666667,0.0058823529411764705,0.9607843137254902,0.22053164439552825,True
81c0276b,0,510,208,0.0,0.049019607843137254,0.041176470588235294,0.00784313725490196,4.891927564383402,False
833dafe3,0,510,445,0.060784313725490195,0.060784313725490195,0.00784313725490196,0.052941176470588235,5.920333695622026,True
845d6e51,0,510,416,0.0,0.013725490196078431,0.013725490196078431,0.0,5.933393167774745,False
84db8fc4,0,510,24,0.8686274509803922,0.8686274509803922,0.023529411764705882,0.8450980392156863,0.758405929952709,True
84f2aca1,0,510,9,0.8549019607843137,0.8549019607843137,0.10784313725490197,0.7470588235294118,0.5540933996603514,True
8597cfd7,0,510,7,0.8490196078431372,0.8490196078431372,0.13725490196078433,0.711764705882353,0.491672114167836,True
85b81ff1,0,510,33,0.0,0.37450980392156863,0.0784313725490196,0.296078431372549,2.491576839142578,False
85fa5666,0,510,236,0.0,0.11764705882352941,0.03137254901960784,0.08627450980392157,4.875171747800094,False
